millis|gX|gY|gZ|aX|aY|aZ|UVIndex
4263222|24.67|5.13|3.27|1.10|0.08|0.01|29.47
4268239|-34.06|1.83|0.14|1.12|0.09|0.03|25.02
4273255|-27.44|7.08|-2.24|1.17|0.08|0.01|4.79
4278270|2.05|0.53|-1.48|1.12|0.09|0.02|25.71
4283285|10.81|5.62|0.83|1.11|0.08|0.01|9.34
4288301|21.79|3.92|1.95|1.16|0.09|0.03|4.64
4293316|35.21|3.40|0.34|1.10|0.08|0.02|6.50
4298332|49.96|-0.91|2.66|1.08|0.08|0.02|5.77
4303347|23.12|2.23|4.99|1.21|0.08|0.02|17.60
4308363|-5.92|10.53|2.39|1.20|0.09|0.01|27.96
4313378|66.34|8.16|6.60|1.14|0.08|0.02|6.01
4318394|37.72|5.21|-0.47|1.10|0.08|0.02|27.47
4323408|-20.15|5.44|1.97|1.15|0.08|0.01|4.64
4328426|-6.35|3.24|5.28|1.19|0.10|0.01|13.64
4333442|27.96|1.69|0.20|1.12|0.09|0.02|22.48
4338456|1.27|-1.50|-0.02|1.14|0.09|0.02|5.08
4343472|-21.75|5.65|0.75|1.13|0.08|0.01|4.50
4348487|-10.20|7.03|4.74|1.17|0.10|0.01|26.49
4353503|19.35|1.61|2.21|1.16|0.08|0.03|11.05
4358518|-4.12|6.04|-0.69|1.09|0.09|0.01|5.08
4363534|36.75|8.02|3.11|1.10|0.08|0.01|3.91
4368549|9.02|5.24|-1.29|1.15|0.08|0.01|13.25
4373565|-51.76|-0.49|-2.63|1.16|0.08|0.04|20.63
4378580|-40.22|-0.70|0.54|1.17|0.08|0.04|4.64
4383597|-7.81|2.54|7.20|1.15|0.09|0.02|9.04
4388613|-20.73|3.92|0.56|1.08|0.08|0.01|23.12
4393628|-19.99|1.57|-0.82|1.10|0.09|0.02|4.50
4398643|16.79|4.98|3.53|1.15|0.09|0.01|4.30
4403658|-35.69|-2.85|1.70|1.17|0.08|0.03|4.15
4408674|-54.52|-3.15|-2.44|1.18|0.08|0.04|25.51
4413689|-17.19|-1.92|-3.80|1.19|0.09|0.03|4.40
4418705|54.14|10.11|6.60|1.16|0.08|0.01|4.35
4423720|21.09|5.21|7.60|1.17|0.09|0.01|15.20
4428736|54.95|1.33|6.16|1.14|0.08|0.04|6.89
4433752|-27.28|10.18|-2.56|1.13|0.08|0.00|4.15
4438768|18.80|-1.27|-5.74|1.15|0.09|0.03|5.33
4443784|20.79|-2.29|4.48|1.12|0.09|0.01|21.26
4448799|-16.91|3.21|6.81|1.12|0.09|0.02|32.21
4453815|-37.03|9.35|1.82|1.17|0.08|0.00|4.25
4458830|-22.72|7.95|-8.18|1.24|0.08|-0.00|4.45
4463846|-15.24|7.90|-5.92|1.14|0.08|0.00|21.65
4468861|-29.76|8.37|-3.18|1.12|0.08|0.01|8.65
4473877|9.95|0.73|-7.99|1.23|0.08|0.02|5.03
4478892|-16.26|-3.96|7.08|1.17|0.08|0.02|4.45
4483907|-26.93|-1.88|1.85|1.08|0.08|0.03|19.21
4488923|-16.63|-4.97|-0.29|1.16|0.08|0.03|5.62
4493940|21.82|11.90|9.53|1.23|0.09|-0.01|3.91
4498955|88.06|13.00|6.68|1.16|0.07|0.01|23.61
4503970|-12.70|-3.66|1.61|1.17|0.09|0.04|4.45
4508986|43.73|3.82|-0.85|1.15|0.09|0.02|4.11
4514007|10.18|3.14|6.76|1.12|0.09|0.01|7.67
4519022|37.15|-0.82|6.51|1.21|0.09|0.03|15.05
4524038|80.53|-0.99|2.14|1.21|0.08|0.06|4.69
4529053|30.55|3.60|-8.05|1.17|0.09|0.02|16.81
4534069|57.98|3.66|15.27|1.21|0.08|0.03|18.33
4539084|13.86|2.00|-8.07|1.12|0.09|0.03|4.59
4544100|36.43|9.81|10.89|1.12|0.09|0.00|3.86
4549116|41.40|11.91|-3.23|1.21|0.07|0.01|8.46
4554132|-3.45|-1.69|8.45|1.20|0.09|0.02|4.55
4559148|0.05|13.66|4.66|1.17|0.09|0.00|3.32
4564163|44.63|13.71|1.34|1.17|0.07|-0.00|21.99
4569179|-18.43|7.56|-2.11|1.18|0.09|0.01|24.34
4574194|36.43|5.40|1.27|1.16|0.08|0.02|22.58
4579210|10.06|1.97|-1.22|1.12|0.09|0.01|5.03
4584225|63.50|-0.14|9.00|1.11|0.08|0.03|9.48
4589241|23.40|8.13|-5.43|1.12|0.09|0.03|4.20
4594256|5.04|7.92|-0.79|1.17|0.08|-0.00|3.47
4599272|-15.58|2.61|-4.45|1.17|0.09|0.02|4.06
4604289|61.35|10.22|5.92|1.14|0.08|0.00|3.76
4609304|7.21|2.34|5.04|1.17|0.08|0.02|24.10
4614320|7.18|8.09|0.33|1.15|0.09|0.00|24.05
4619335|69.27|12.00|7.15|1.16|0.07|0.01|4.25
4624351|7.89|-1.94|4.60|1.17|0.09|0.03|3.96
4629366|37.47|2.60|-0.27|1.13|0.08|0.01|27.52
4634382|-17.10|2.14|3.19|1.08|0.08|0.02|24.78
4639397|60.70|1.84|2.21|1.13|0.08|0.02|10.22
4644413|17.95|3.95|4.17|1.17|0.09|0.01|26.15
4649428|31.44|5.27|-5.74|1.18|0.09|0.03|23.31
4654444|-4.11|5.47|-1.71|1.14|0.08|0.01|4.20
4659461|41.03|-0.66|0.66|1.17|0.09|0.04|4.40
4664476|48.10|-1.99|4.65|1.17|0.08|0.02|11.78
4669492|-22.63|9.80|1.06|1.16|0.09|0.00|5.33
4674507|8.40|-3.82|3.57|1.16|0.09|0.02|7.72
4679523|-67.13|-2.59|0.00|1.15|0.08|0.04|11.24
4684538|-3.90|7.50|5.38|1.12|0.09|0.01|4.30
4689554|26.07|6.87|6.27|1.12|0.09|0.01|4.30
4694569|-7.40|2.09|5.34|1.13|0.08|0.01|12.41
4699585|28.96|7.27|3.31|1.16|0.08|-0.00|3.86
4704601|67.95|7.35|8.47|1.15|0.09|0.01|19.84
4709616|43.82|8.53|6.81|1.18|0.09|0.01|24.54
4714633|-20.17|-3.79|2.32|1.13|0.09|0.01|7.62
4719648|9.07|7.05|10.60|1.16|0.10|0.01|33.24
4724664|-35.78|-1.32|-4.44|1.20|0.09|0.04|19.11
4729679|60.66|12.40|6.81|1.21|0.09|0.02|29.67
4734695|35.45|5.86|5.32|1.14|0.09|0.01|3.52
4739710|19.48|7.14|6.12|1.09|0.10|0.01|5.47
4744726|32.24|10.58|5.33|1.15|0.08|0.02|31.28
4749742|66.82|10.98|2.32|1.17|0.07|0.01|5.18
4754757|42.92|7.76|7.49|1.16|0.09|0.02|31.57
4759773|62.28|9.96|5.27|1.17|0.09|0.01|5.82
4764788|-14.74|-0.20|4.77|1.09|0.09|0.01|27.76
4769809|-16.94|3.50|-0.60|1.15|0.09|0.02|5.33
4774824|4.46|4.09|7.73|1.17|0.09|0.01|3.52
4779840|49.26|9.46|7.70|1.11|0.09|0.02|9.09
4784856|20.02|7.15|-2.25|1.19|0.08|0.01|5.33
4789871|10.85|4.51|7.53|1.19|0.10|0.02|4.01
4794887|27.28|1.06|6.88|1.20|0.08|0.03|24.49
4799902|7.82|6.76|0.21|1.14|0.09|-0.00|33.24
4804918|37.02|3.40|9.65|1.14|0.09|0.02|6.11
4809933|52.66|14.33|10.34|1.24|0.09|0.02|31.52
4814949|64.26|17.63|8.02|1.26|0.09|0.00|3.91
4819964|68.25|13.19|1.82|1.18|0.08|0.01|28.64
4824981|58.60|10.08|7.66|1.17|0.09|0.01|3.81
4829997|14.91|3.39|5.17|1.13|0.09|0.02|31.67
4835012|6.03|3.53|-2.03|1.10|0.09|0.01|26.54
4840028|-3.19|5.26|1.31|1.12|0.08|0.01|30.79
4845043|30.95|5.67|2.40|1.13|0.09|0.02|20.82
4850059|48.21|-0.40|2.79|1.14|0.09|0.02|5.23
4855074|26.98|4.70|-6.99|1.19|0.09|0.02|26.20
4860090|67.60|-2.28|12.69|1.20|0.09|0.04|7.38
4865104|29.63|11.88|11.05|1.15|0.09|0.00|5.28
4870120|33.94|12.73|7.11|1.13|0.09|0.00|5.18
4875136|-5.65|4.73|-2.63|1.12|0.09|0.02|7.87
4880152|19.30|14.63|-1.14|1.24|0.08|-0.01|4.20
4885168|33.49|-4.34|-13.23|1.26|0.09|0.04|5.43
4890183|57.44|10.85|10.89|1.17|0.09|0.00|13.59
4895199|76.15|10.17|5.69|1.12|0.08|0.02|26.98
4900214|-32.34|-4.64|-4.68|1.18|0.09|0.04|4.59
4905230|81.47|-6.16|10.79|1.21|0.08|0.05|13.69
4910245|-21.49|8.66|4.81|1.16|0.09|0.02|23.80
4915261|85.98|-3.43|1.31|1.10|0.08|0.04|15.15
4920276|-29.06|-6.72|-2.25|1.14|0.08|0.03|4.45
4925292|64.69|13.70|9.63|1.21|0.08|0.01|3.57
4930308|44.79|12.27|-3.15|1.18|0.08|0.00|6.94
4935324|12.77|-0.95|5.83|1.18|0.08|0.03|4.15
4940340|-0.92|14.28|-0.69|1.21|0.09|0.00|3.91
4945355|30.98|-2.58|1.59|1.14|0.09|0.03|3.96
4950371|-16.35|4.00|1.47|1.10|0.08|0.01|5.91
4955386|4.80|2.88|-0.34|1.12|0.09|0.01|4.35
4960401|32.32|2.92|2.47|1.18|0.09|0.02|3.91
4965416|33.18|1.43|2.56|1.16|0.08|0.02|20.72
4970432|9.07|5.63|0.08|1.12|0.09|0.00|4.45
4975448|-12.17|4.15|1.92|1.10|0.09|0.02|13.10
4980463|-20.45|4.06|0.44|1.18|0.09|0.01|33.72
4985479|40.60|3.73|2.22|1.13|0.09|0.03|5.72
4990495|35.60|5.28|6.21|1.12|0.08|0.01|12.41
4995511|30.53|7.60|5.51|1.10|0.09|0.01|4.20
5000526|-7.33|3.84|-1.05|1.15|0.09|0.01|24.00
5005542|28.43|6.60|6.20|1.17|0.09|0.01|28.20
5010557|43.85|1.64|4.34|1.11|0.08|0.02|4.40
5015572|1.59|6.23|0.43|1.14|0.09|0.01|11.24
5020588|53.82|4.25|9.72|1.17|0.09|0.02|25.22
5025603|62.21|10.71|3.27|1.17|0.08|0.01|4.06
5030619|45.34|4.12|0.87|1.12|0.08|0.01|8.80
5035634|-23.74|3.31|-3.00|1.08|0.08|0.01|3.91
5040650|-24.82|-0.75|0.83|1.18|0.09|0.02|16.86
5045666|-40.31|2.74|7.84|1.01|0.08|0.02|13.15
5050682|26.46|7.46|1.77|1.13|0.10|0.01|4.64
5055697|42.47|12.27|1.93|1.18|0.09|-0.00|4.25
5060713|4.27|4.05|7.73|1.20|0.09|0.02|6.74
5065729|-0.47|2.52|4.50|1.16|0.09|0.01|3.76
5070743|-12.18|9.25|4.60|1.17|0.09|0.01|3.96
5075759|20.89|-4.23|3.50|1.18|0.09|0.02|3.81
5080774|-12.94|9.43|-0.63|1.11|0.08|0.00|4.79
5085790|8.95|-3.44|2.85|1.08|0.09|0.01|27.22
5090805|-36.97|5.32|0.09|1.15|0.08|0.01|28.93
5095821|-40.87|3.95|-8.12|1.17|0.08|0.01|4.84
5100837|-23.70|9.50|-1.73|1.15|0.09|0.01|7.53
5105853|0.74|5.12|2.69|1.15|0.09|0.00|3.47
5110868|54.89|-0.67|9.40|1.24|0.08|0.04|3.62
5115884|32.59|-0.80|-5.56|1.20|0.09|0.02|22.34
5120900|77.47|4.75|14.56|1.21|0.08|0.03|15.10
5125915|42.39|11.99|-0.95|1.19|0.08|0.02|16.52
5130931|30.53|13.87|0.53|1.21|0.08|0.01|3.91
5135945|3.05|-5.01|-2.31|1.20|0.10|0.04|4.35
5140961|23.49|5.06|-4.25|1.12|0.08|-0.00|10.70
5145976|-8.78|5.82|-2.37|1.11|0.09|0.01|4.69
5150992|-6.15|1.81|2.94|1.09|0.09|0.01|3.57
5156008|22.46|5.99|1.69|1.13|0.08|0.00|3.62
5161024|-4.60|-0.44|1.97|1.15|0.09|0.02|13.59
5166040|12.76|6.75|5.13|1.17|0.09|0.01|3.76
5171055|10.23|1.83|2.90|1.19|0.09|0.02|22.09
5176071|66.11|1.68|2.05|1.17|0.09|0.04|21.36
5181086|39.64|4.11|7.63|1.16|0.09|0.02|16.23
5186102|38.40|4.95|4.76|1.13|0.08|0.02|5.03
5191117|21.60|5.02|2.02|1.12|0.09|0.01|4.15
5196132|33.19|8.17|3.36|1.17|0.09|0.01|28.49
5201147|25.15|3.21|5.14|1.15|0.09|0.02|4.45
5206163|-7.53|10.00|-2.18|1.18|0.08|0.00|4.06
5211180|11.40|-2.68|-1.54|1.19|0.09|0.02|4.30
5216195|-5.69|10.86|-5.40|1.21|0.09|0.00|4.25
5221211|18.74|0.66|-4.80|1.17|0.09|0.02|12.95
5226226|18.75|2.78|-6.48|1.16|0.09|0.01|4.50
5231242|24.94|3.84|0.76|1.09|0.09|0.01|21.11
5236257|34.18|1.26|2.44|1.09|0.09|0.01|10.41
5241273|-11.30|4.58|3.07|1.09|0.09|0.01|3.23
5246288|-17.60|2.95|1.49|1.07|0.09|0.01|32.40
5251304|-13.62|1.49|1.38|1.08|0.09|0.01|4.84
5256320|19.61|4.21|0.43|1.09|0.09|0.01|3.62
5261334|-20.36|0.63|0.77|1.10|0.08|0.01|8.16
5266350|25.35|3.06|3.18|1.17|0.09|0.01|4.20
5271366|16.25|4.60|2.48|1.18|0.09|0.01|27.22
5276382|25.80|1.27|2.30|1.17|0.09|0.02|9.48
5281397|-2.87|7.49|-1.95|1.15|0.08|-0.00|4.25
5286413|15.21|0.09|-4.71|1.14|0.09|0.02|14.47
5291428|48.56|1.52|1.44|1.10|0.09|0.02|4.30
5296444|53.59|5.21|5.66|1.17|0.08|0.01|12.32
5301459|36.21|5.55|3.59|1.12|0.09|0.01|3.91
5306475|55.92|5.52|-0.72|1.10|0.08|0.02|12.27
5311491|59.10|2.94|4.82|1.17|0.08|0.01|21.99
5316505|43.08|8.45|6.95|1.18|0.09|0.01|3.67
5321521|36.56|6.81|-1.24|1.11|0.08|0.02|10.70
5326538|2.40|11.51|-0.73|1.17|0.09|-0.01|3.42
5331553|32.33|4.00|2.11|1.15|0.09|0.01|3.96
5336568|24.37|7.40|-4.56|1.17|0.09|0.00|12.56
5341584|-18.71|-2.34|-3.32|1.15|0.09|0.01|24.83
5346599|-1.92|2.84|1.78|1.07|0.09|0.01|5.43
5351615|41.97|5.07|-0.49|1.14|0.09|0.01|19.70
5356631|37.51|-0.02|0.95|1.15|0.08|0.01|4.01
5361646|34.21|6.19|-0.69|1.15|0.09|0.01|31.09
5366662|47.67|7.43|7.15|1.14|0.09|0.01|3.71
5371677|16.94|-0.05|6.81|1.13|0.09|0.02|31.62
5376693|-30.64|6.87|2.03|1.14|0.09|0.00|34.12
5381709|14.73|7.73|1.30|1.15|0.09|0.01|5.33
5386725|-14.55|7.11|-5.06|1.13|0.08|0.00|4.30
5391740|55.01|10.02|10.07|1.10|0.08|0.02|22.97
5396756|58.95|4.91|8.00|1.16|0.08|0.01|4.50
5401771|-27.95|-2.41|-0.42|1.19|0.09|0.03|28.40
5406786|-25.44|-0.13|4.27|1.13|0.09|0.01|5.08
5411802|20.27|2.90|1.65|1.12|0.08|0.01|3.71
5416817|47.07|-3.74|-1.21|1.24|0.09|0.04|11.05
5421833|31.19|1.32|-3.69|1.17|0.09|0.03|5.72
5426848|20.50|0.47|-2.85|1.17|0.09|0.01|4.45
5431864|54.08|0.71|3.54|1.12|0.08|0.02|14.37
5436880|21.95|3.44|1.50|1.09|0.09|0.01|4.30
5441896|33.66|6.44|1.35|1.09|0.09|0.02|15.93
5446912|19.64|6.92|0.15|1.11|0.09|0.00|4.45
5451927|45.85|2.98|0.52|1.08|0.08|0.02|9.38
5456954|40.73|1.73|-1.47|1.19|0.09|0.02|6.26
5461969|51.39|3.22|6.98|1.19|0.09|0.02|22.14
5466985|30.85|7.15|8.43|1.21|0.09|0.01|3.57
5472001|33.98|8.51|7.17|1.19|0.10|0.01|34.60
5477016|-20.40|-5.32|3.55|1.18|0.08|0.02|7.33
5482032|-17.38|-2.22|9.63|1.13|0.09|0.01|15.98
5487047|-4.93|10.05|-7.53|1.15|0.08|-0.00|4.06
5492065|8.94|3.98|9.47|1.11|0.09|0.01|3.67
5497080|-51.66|8.47|-0.66|1.11|0.09|0.01|4.84
5502096|13.31|-3.01|-4.07|1.20|0.09|0.03|23.90
5507111|5.62|16.25|7.57|1.19|0.09|0.00|26.83
5512127|42.67|-4.29|10.34|1.12|0.09|0.02|39.78
5517143|-71.60|10.86|-4.77|1.07|0.08|0.02|15.49
5522158|12.71|12.87|-8.04|1.18|0.09|-0.00|4.94
5527174|-81.60|14.11|1.22|1.27|0.09|0.03|6.94
5532189|-0.20|3.50|-8.40|1.19|0.09|0.01|6.06
5537205|-2.99|10.08|5.73|1.09|0.10|0.00|4.79
5542220|-36.95|1.95|-6.34|1.10|0.08|0.02|21.41
5547237|-48.79|8.22|-0.81|1.13|0.09|0.02|5.43
5552252|7.86|0.91|-3.76|1.14|0.09|0.01|5.72
5557268|-50.84|-1.72|4.25|1.14|0.08|0.03|6.11
5562284|-8.25|-1.18|1.66|1.10|0.09|0.01|36.90
5567299|-28.89|3.49|5.63|1.17|0.09|0.02|3.91
5572315|-60.62|-9.11|3.26|1.22|0.08|0.04|17.55
5577330|-15.63|-6.49|7.60|1.16|0.08|0.03|4.01
5582346|-47.07|-0.57|3.49|1.14|0.09|0.02|11.97
5587361|-30.09|-3.08|2.12|1.11|0.09|0.02|36.17
5592377|-17.89|-6.39|1.12|1.12|0.09|0.03|3.18
5597392|-28.97|-2.98|-1.40|1.14|0.09|0.02|29.18
5602410|59.22|5.55|3.96|1.12|0.08|0.01|10.17
5607426|56.12|-2.34|7.15|1.11|0.09|0.03|4.50
5612441|21.67|-4.46|1.88|1.22|0.09|0.02|17.79
5617457|-3.20|12.13|-1.85|1.23|0.09|0.00|7.82
5622472|2.75|-1.58|-2.07|1.17|0.09|0.02|32.40
5627488|15.80|11.81|7.37|1.18|0.10|0.00|17.35
5632503|9.49|2.05|6.88|1.15|0.09|0.01|38.91
5637519|25.43|-1.26|5.40|1.12|0.08|0.01|5.52
5642534|41.88|2.18|8.92|1.13|0.09|0.01|8.31
5647550|15.69|1.85|14.02|1.21|0.09|0.01|12.07
5652566|27.58|-3.23|16.14|1.24|0.09|0.02|3.32
5657585|-48.79|13.70|-10.14|1.19|0.08|-0.01|4.59
5662601|18.69|15.74|3.89|1.21|0.10|-0.00|5.18
5667616|-41.51|-2.08|10.56|1.23|0.08|0.03|14.76
5672632|-29.31|-7.88|-7.14|1.22|0.09|0.03|21.07
5677647|-2.05|10.83|4.22|1.15|0.09|0.01|4.84
5682663|-42.98|14.16|-2.60|1.12|0.09|0.01|4.55
5687678|-37.05|7.96|4.11|1.23|0.10|0.01|5.87
5692694|-45.03|2.92|-8.14|1.15|0.08|0.01|4.06
5697710|-35.63|5.31|-2.91|1.13|0.08|0.01|5.03
5702725|-22.07|4.19|1.04|1.17|0.09|0.01|19.84
5707742|-12.48|1.59|1.38|1.15|0.09|0.02|5.38
5712757|15.66|5.11|2.14|1.13|0.09|0.02|3.62
5717773|25.84|0.52|5.39|1.12|0.09|0.01|20.04
5722787|-11.27|2.61|-2.83|1.15|0.08|0.01|30.40
5727803|-20.18|-0.09|1.55|1.13|0.09|0.01|6.45
5732818|-15.53|-4.31|2.04|1.11|0.09|0.01|25.95
5737834|41.65|12.08|4.08|1.22|0.09|-0.00|25.76
5742850|1.63|5.93|8.69|1.18|0.09|0.01|9.48
5747865|25.24|2.82|6.28|1.15|0.09|0.01|3.08
5752881|34.92|4.43|7.52|1.12|0.09|0.01|33.97
5757896|39.08|6.71|9.21|1.13|0.10|0.01|3.27
5762913|19.76|-1.22|9.47|1.17|0.09|0.01|25.51
5767928|-30.45|12.82|-4.81|1.20|0.09|-0.00|7.04
5772944|-29.52|13.76|-4.61|1.21|0.09|0.00|5.03
5777959|-7.19|1.72|-9.77|1.17|0.09|0.01|21.31
5782975|-1.92|5.75|12.66|1.14|0.09|0.01|20.92
5787991|-62.83|5.56|1.10|1.07|0.08|0.01|5.38
5793006|-14.37|8.32|-1.11|1.12|0.09|0.01|10.07
5798022|-59.21|11.14|-1.08|1.19|0.09|0.02|4.35
5803037|-12.70|11.57|-3.15|1.17|0.09|0.00|23.07
5808053|8.13|-0.22|2.53|1.10|0.09|0.01|4.15
5813068|-30.07|6.47|-4.92|1.17|0.09|0.01|3.96
5818085|-67.96|11.53|1.28|1.22|0.09|0.02|15.15
5823100|-22.72|12.60|-7.85|1.22|0.08|-0.00|4.40
5828116|-61.21|11.44|-4.19|1.18|0.08|0.01|17.94
5833132|-33.04|11.78|-1.27|1.20|0.09|0.01|5.18
5838147|-25.73|10.51|-1.70|1.09|0.09|0.01|5.03
5843163|-34.31|7.57|0.75|1.16|0.09|0.02|16.86
5848178|-17.37|6.99|2.66|1.15|0.09|0.01|4.30
5853194|-19.17|3.03|-4.50|1.14|0.09|0.01|4.74
5858209|-25.98|1.76|0.91|1.08|0.09|0.01|25.81
5863225|2.18|9.25|0.76|1.09|0.09|0.01|4.30
5868239|17.57|6.44|8.76|1.14|0.09|0.01|3.62
5873257|50.18|-0.73|9.01|1.17|0.09|0.02|31.13
5878272|44.56|2.64|10.72|1.18|0.09|0.02|3.76
5883287|20.34|5.15|10.59|1.18|0.10|0.01|28.40
5888303|8.37|-4.05|6.80|1.20|0.09|0.02|9.29
5893318|-69.27|-5.60|-0.16|1.15|0.08|0.03|9.78
5898334|-5.37|-1.06|6.23|1.14|0.09|0.01|36.46
5903349|-22.52|2.65|11.21|1.20|0.09|0.01|5.13
5908365|-23.79|13.66|-3.35|1.22|0.09|0.00|4.01
5913380|-49.35|4.85|-6.31|1.13|0.09|0.02|15.25
5918396|-29.82|9.21|2.09|1.10|0.09|0.00|16.76
5923411|9.78|-3.10|2.76|1.18|0.10|0.01|28.59
5928428|-25.18|4.37|4.82|1.12|0.09|0.01|6.50
5933444|-34.10|7.67|0.14|1.15|0.09|0.01|4.59
5938459|-17.82|11.18|-0.44|1.12|0.09|0.01|6.06
5943475|-11.33|2.83|-3.65|1.13|0.09|0.01|3.08
5948490|-24.95|3.52|3.66|1.13|0.09|0.01|4.35
5953506|-49.21|1.42|9.56|1.21|0.09|0.02|6.50
5958521|-22.63|-6.92|-5.27|1.16|0.09|0.02|10.56
5963537|-14.23|4.32|6.69|1.14|0.10|0.01|3.52
5968552|6.68|2.08|3.40|1.15|0.09|0.01|3.67
5973568|-1.27|9.71|9.57|1.12|0.09|0.01|3.23
5978583|48.84|-5.98|10.68|1.21|0.09|0.03|3.81
5983600|38.24|-1.09|9.19|1.11|0.08|0.02|20.38
5988616|54.05|5.44|5.67|1.07|0.08|0.01|2.93
5993631|-22.03|-9.51|-6.39|1.29|0.09|0.03|3.67
5998647|4.08|16.71|-11.08|1.23|0.08|-0.00|4.15
6003662|-53.57|13.36|5.07|1.17|0.09|0.02|8.02
6008678|-21.24|3.39|-16.22|1.26|0.09|0.01|4.35
6013693|-7.82|-9.42|5.23|1.24|0.09|0.03|11.93
6018708|-85.17|-12.12|2.46|1.24|0.07|0.05|10.75
6023725|29.55|-5.90|-9.36|1.23|0.10|0.04|5.13
6028740|42.13|-7.47|-1.63|1.19|0.10|0.03|29.28
6033756|43.16|-7.79|11.58|1.22|0.09|0.04|3.08
6038772|35.12|-10.17|16.60|1.35|0.09|0.03|24.29
6043788|39.27|-11.07|-3.18|1.21|0.09|0.03|22.73
6048803|44.24|-15.62|1.60|1.20|0.09|0.04|3.13
6053819|46.81|-10.70|9.63|1.16|0.09|0.03|19.40
6058835|46.71|1.34|19.14|1.16|0.09|0.02|4.59
6063851|22.31|13.01|14.93|1.22|0.10|0.01|15.20
6068867|42.92|18.52|10.98|1.26|0.10|0.00|8.99
6073882|43.85|20.22|2.64|1.21|0.09|-0.00|3.81
6078898|43.99|17.95|-3.04|1.17|0.08|-0.00|12.56
6083913|43.78|11.85|-7.88|1.09|0.08|0.00|4.74
6088929|31.75|1.93|-11.66|1.17|0.08|0.01|16.62
6093945|28.94|-5.46|-14.27|1.25|0.09|0.02|4.89
6098961|49.52|-12.56|-1.19|1.17|0.09|0.04|11.97
6103977|28.65|1.07|17.54|1.25|0.09|0.01|3.67
6108993|25.82|10.08|18.13|1.18|0.09|0.01|21.95
6114009|16.31|14.33|14.92|1.18|0.10|0.01|7.18
6119024|4.83|8.31|15.66|1.21|0.10|0.01|3.08
6124040|14.15|-1.36|14.96|1.24|0.09|0.01|15.59
6129055|30.58|-8.03|0.62|1.17|0.09|0.02|31.48
6134071|-18.11|11.26|4.69|1.19|0.09|0.01|18.62
6139086|-54.45|7.42|-3.82|1.11|0.08|0.02|4.45
6144103|-14.50|12.56|3.08|1.13|0.10|0.01|5.38
6149118|-38.21|8.73|3.17|1.13|0.09|0.01|5.52
6154134|-14.36|6.76|1.88|1.10|0.09|0.01|5.28
6159150|50.56|7.80|6.69|1.09|0.09|0.01|3.18
6164165|35.59|8.45|10.34|1.24|0.09|0.01|14.27
6169181|10.15|6.36|11.56|1.12|0.09|0.01|3.23
6174196|39.97|0.82|0.46|1.16|0.09|0.02|3.03
6179212|32.06|-2.80|2.08|1.18|0.09|0.02|33.19
6184227|-4.22|11.49|-5.66|1.22|0.08|-0.01|13.69
6189243|-25.51|6.21|-7.31|1.17|0.09|0.01|5.08
6194259|-36.03|2.46|-6.76|1.18|0.09|0.02|19.45
6199276|11.22|-0.60|5.24|1.10|0.09|0.01|14.47
6204292|-20.37|6.63|-2.56|1.08|0.09|0.00|6.35
6209307|26.41|2.99|8.07|1.19|0.09|0.01|2.83
6214323|-6.85|1.91|-3.28|1.15|0.08|0.00|21.55
6219338|-23.03|3.78|0.85|1.13|0.09|0.01|3.81
6224354|9.75|6.70|0.25|1.08|0.09|0.00|3.62
6229369|14.13|2.07|4.90|1.16|0.09|0.01|3.52
6234385|24.58|-0.63|-0.56|1.18|0.09|0.02|3.27
6239400|27.92|1.10|1.79|1.16|0.09|0.01|22.97
6244416|-0.79|7.62|-0.99|1.14|0.09|0.00|22.19
6249432|-31.86|6.13|-5.24|1.14|0.09|0.01|5.91
6254447|-47.34|3.80|-0.62|1.12|0.09|0.02|20.53
6259462|-34.29|2.24|1.36|1.11|0.09|0.01|4.40
6264477|19.91|3.47|0.56|1.14|0.09|0.01|26.44
6269493|-7.60|6.50|1.98|1.11|0.09|0.01|19.26
6274508|-12.69|5.11|0.15|1.17|0.09|0.01|15.74
6279524|0.34|2.21|-3.16|1.17|0.09|0.01|3.62
6284539|18.44|6.24|2.48|1.12|0.09|0.00|3.32
6289555|-2.55|3.47|1.08|1.15|0.09|0.01|11.93
6294571|-4.88|1.27|2.47|1.16|0.09|0.02|3.03
6299586|0.27|4.20|0.38|1.13|0.09|0.01|3.47
6304602|31.83|2.71|0.74|1.13|0.09|0.01|5.13
6309617|-24.22|6.08|-1.21|1.18|0.09|0.00|31.13
6314635|-17.80|4.38|-4.31|1.19|0.09|0.00|3.81
6319650|-16.50|1.53|-2.65|1.15|0.09|0.02|10.95
6324666|23.95|4.72|0.84|1.09|0.09|0.01|6.70
6329681|-22.92|1.57|2.27|1.16|0.09|0.01|3.71
6334697|-4.55|1.85|0.52|1.16|0.09|0.01|29.52
6339713|26.56|4.05|0.09|1.08|0.09|0.00|19.06
6344728|-19.78|2.97|0.75|1.08|0.09|0.01|16.28
6349744|-34.65|1.45|-1.11|1.15|0.09|0.01|10.75
6354759|-13.61|-1.29|0.52|1.15|0.09|0.01|3.52
6359775|15.11|6.22|-0.76|1.11|0.09|0.01|3.23
6364790|-28.97|6.70|2.03|1.10|0.09|0.01|4.06
6369807|-21.40|4.10|-0.59|1.14|0.10|0.00|11.68
6374827|12.06|9.50|1.67|1.19|0.09|-0.00|3.32
6379842|-15.34|-1.76|-1.63|1.12|0.09|0.01|3.13
